Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,01/07/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Mexico,MEX,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,5368.479458,5416.720244,5712.29286,6056.252302,6223.322612,6242.2605,6292.681913,6140.893316,6442.616584,6748.792663,7536.699618,8125.258473,7406.983594,6348.066994,6401.365979,6596.997133,5753.591085,5891.274293,5642.289192,5883.092951,6196.123255,6570.466778,6748.740087,6557.193183,6935.957252,6041.094102,6297.963563,6869.968503,7079.052027,7364.557495,7587.403768,7570.938497,7471.006843,7197.606754,7317.078921,7166.959608,7549.090796,7589.393784,7391.341242,6824.97678,7048.69416,7150.543578,7205.453078,7180.081524,7417.518491,7687.132148,7716.669985,7834.5976,7854.965991,7904.165482,6943.575657,7064.066144,,,
Marshall Islands,MHL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707.974646,1666.01104,1709.329607,1608.12761,1593.46579,1596.320302,1625.663824,1823.538509,1792.742508,1985.401658,2084.061106,2289.376274,2602.701616,2676.587748,2811.508185,2988.549165,3080.398391,3229.814159,3343.134022,3478.506569,3600.745679,3750.797759,3917.229546,3996.805562,4097.432642,3974.028986,4186.455718,,,
North Macedonia,MKD,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971.142423,2104.972501,2256.868762,2160.239819,2079.126938,2075.496802,2166.5164,2503.044141,2470.567358,2481.177847,2479.972906,2621.890511,2776.746414,2968.313167,2889.202272,3233.919208,3299.864491,3400.53654,3453.124794,3481.27614,3689.927065,3919.402029,4157.525334,4417.185716,4554.786155,4722.242262,4912.594349,4820.217122,4938.453668,,,
Mali,MLI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,209.3187882,214.5022299,211.0086129,208.6176068,226.6719551,229.1426611,235.5544072,228.4951457,235.739374,325.0316006,375.7615597,385.2201595,413.4806594,437.8986493,534.6301221,507.1258645,582.5123286,565.585716,595.0609596,475.1750474,464.4648148,478.3590262,484.7107159,514.5699402,542.054045,568.7102307,597.5041397,551.4151085,531.567498,586.6185417,603.9903654,623.0678234,642.6964201,652.7269644,666.4749702,669.9945345,601.7579486,,,
Malta,MLT,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071.210598,,,,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645.209774,1654.747414,1650.428041,1719.462083,1739.007397,1743.851837,1785.371085,1746.68053,1833.769617,1931.889897,1983.90711,2032.159277,2125.54168,2210.30256,2357.768769,2398.67932,2393.168368,2529.220769,2530.46517,2514.033162,2480.712197,2450.42617,2330.908613,2519.107417,2502.838564,2372.581419,2364.496097,2315.464781,2453.126828,,,
Montenegro,MNE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4501.672134,5010.067909,5354.857829,5045.393234,5185.074024,5381.485844,5170.07947,5431.941067,5504.114911,5857.053613,5952.004612,6502.810502,6783.14739,7113.245557,6037.723517,6907.862124,,,
Mongolia,MNG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872.383645,2148.353839,2695.427142,3014.526867,3034.259046,2831.94092,2880.201759,2825.342447,3188.899236,3478.210371,3363.438437,3006.317728,,,
Northern Mariana Islands,MNP,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.5677128,130.694506,145.0515765,147.4344564,127.2369085,155.5567944,179.6766162,195.7090187,229.0536808,214.2008866,218.390302,219.4816478,264.6952018,290.601951,311.8321847,326.0659224,352.2940545,379.6056066,399.0409509,391.5877953,407.7474076,443.0903101,454.7252444,461.6129837,478.9661239,479.5281432,487.7159196,495.971015,461.7980489,434.8935526,430.9807183,,,
Mauritania,MRT,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,1341.04806,1356.679278,1302.650665,1268.854819,1220.967229,1198.899176,1282.301487,1292.403963,1243.036825,1317.268331,1250.119338,1252.554423,1049.831662,1067.498767,1047.872824,1173.868127,1204.546646,1128.873681,1217.630491,1241.91385,1140.214519,1042.790711,1128.586614,1275.253122,1241.726608,1315.069968,1309.383026,1261.169381,1243.377527,1328.2467,1380.56932,1539.999166,1482.575822,1523.815125,1332.44805,1352.093741,1473.025516,1500.665555,1718.054913,1825.439431,1906.025398,1819.820686,,,
Mauritius,MUS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8194.757439,,,,,,,,,
Malawi,MWI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.5953716,,,,,,,,,
Malaysia,MYS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,1330.823856,1193.607868,1055.211377,1182.431938,1563.432348,1197.024393,1448.177005,1595.285428,1770.987075,1603.898095,1685.15971,1929.171702,1806.51744,1891.037378,2370.480462,1935.91584,1675.46863,1687.760147,2001.669462,1987.434546,2159.798066,2608.471056,2609.543536,3058.615475,3209.365371,3714.698268,3946.030481,4217.767671,3677.978047,3890.882442,4222.304132,3887.196756,4411.377312,4459.560707,5017.125942,4962.805372,5366.690199,5787.655228,6091.046682,5575.516045,6123.00817,6484.742194,6560.879984,6556.012913,6603.148634,7018.848649,7190.634589,7419.794771,7467.782682,7863.871552,7471.263747,7437.756347,,,
North America,NAC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,6169.318497,6527.199806,7060.322079,7738.166978,8033.028082,8478.452858,9236.102711,9989.011462,10961.52634,11585.89745,12206.75681,13578.43505,14104.81246,14882.27132,16468.51959,17443.88867,18165.10241,19152.16446,20654.87713,21654.26509,22374.17641,22697.25201,23576.198,24303.91077,25579.69628,26656.8503,27881.66893,29431.88108,30930.11711,32369.39566,34115.42981,34869.99266,35554.78569,36676.58622,38783.83384,40781.41439,43170.6618,44067.35212,42472.07283,41180.00801,43132.30598,43709.49106,44979.51819,45372.82774,46417.96308,47568.00081,47435.17435,48437.9294,49534.91384,50378.9826,48044.99081,50703.1427,,,
Namibia,NAM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2076.477549,2307.858295,2290.899009,2284.944359,2341.614478,2353.673175,2426.15929,2421.064039,2458.05969,2409.094326,2568.674149,2561.304917,2691.750869,2708.093837,2864.282209,2817.335461,3113.521407,3007.639722,3268.504892,3240.997357,3298.846047,3460.378718,3561.398755,3823.539388,4007.291727,4166.630808,4106.971408,4089.581613,3963.461141,3885.810292,3495.41105,3339.48331,,,
New Caledonia,NCL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.7218452,435.2989523,409.1695198,412.0146731,410.2549765,423.3927145,400.711907,395.0151427,433.0885966,421.6641614,401.6674595,427.108797,435.0094117,427.8457195,419.2351387,433.8820481,436.9616707,431.0443353,448.7581608,438.1893041,457.6495148,454.3944366,471.615012,473.4451334,483.4689582,494.5363719,495.9449593,499.3172545,530.9472828,537.8910513,490.9976971,505.0437274,,,
Nigeria,NGA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241.012089,,,,,,,,,
Nicaragua,NIC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.4430889,1079.121503,1126.32529,1169.749066,1244.66624,1275.008172,1293.163219,1282.224567,1287.464404,1286.812907,1323.367862,1373.743497,1346.214066,1405.757775,1452.82638,1427.214824,1446.43899,1498.787098,1546.462729,1568.044362,1684.7644,1817.117026,1881.561911,1932.773047,1796.811449,1751.370205,1682.800536,1684.877339,,,
Netherlands,NLD,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,19195.4782,19542.52665,20044.42888,21215.12023,21252.36929,20748.53145,21754.9463,22032.10467,22343.61181,22371.86118,22407.61076,22190.26943,21981.1279,22292.64834,23097.32726,22988.80836,23506.95661,23683.87233,24102.24729,24996.147,25359.0413,25954.5238,25918.57018,26196.12744,27153.10438,28223.79581,29241.37804,30527.93488,31574.94133,33253.65615,34289.48378,33999.33569,33682.52984,33999.63871,34375.10112,35060.49143,36684.56956,37717.85039,36426.03973,34945.93252,36175.38149,36475.10037,35647.60536,35647.32367,35978.31264,36999.53244,37083.52108,38504.68673,39457.12808,39404.56057,36496.99519,38229.93408,,,
Norway,NOR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,21711.14035,22967.50342,23526.68225,24885.95087,25186.48578,25368.86548,25809.71882,26067.92423,26191.07674,26891.93639,28856.26706,30169.78582,30238.77195,30478.67478,32261.66087,33903.77074,33424.37082,32703.38096,31445.92464,30946.25341,31202.09403,32841.26811,33243.64274,33782.08835,35339.9369,37088.38144,38874.92392,42006.45476,43058.90948,43882.34337,47039.23071,49091.05711,48174.39678,48859.8625,52146.45154,57199.99742,60401.90412,61184.5716,61807.13419,56858.58953,58985.98779,59634.53966,61464.43237,61996.21259,62319.96642,61241.28733,59722.83885,60757.58721,62258.02328,59835.26162,55006.20618,63306.25567,,,
Nepal,NPL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.8248892,551.848696,560.1951585,568.6950987,581.240254,589.6903371,601.888462,624.0454087,652.9382555,689.8426891,728.1471872,760.765269,773.9287359,828.5400037,832.0276961,811.8573723,946.9179222,1009.695958,1077.149671,991.2254275,1046.457975,,,
Nauru,NRU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,17372.30827,18400.85561,19861.42893,18725.93006,16923.08311,17203.43135,16466.19537,16662.3881,16880.17917,16794.55113,17381.21751,16912.2626,17491.64599,17617.85509,17350.04358,18731.23576,19218.55659,20055.34712,20104.69999,19696.31572,17690.33779,17756.18789,18729.30537,19760.78088,20390.11561,20433.35903,21127.00942,21363.68548,22020.39333,22320.23397,23621.5523,24372.89466,25721.44803,26180.93859,26309.86676,26278.98884,27636.31597,26199.58033,27102.35045,27530.44543,28508.57809,28899.11669,30536.14533,31057.71166,31702.73037,32562.98169,33570.08302,33619.53464,34782.52522,33978.5514,34749.47107,,,
OECD members,OED,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,9916.379641,10213.29258,10706.66852,11296.07511,11195.61411,11289.34566,11794.54911,12174.8748,12810.99832,13198.40602,13323.27624,13656.03943,13824.19538,14108.95655,14775.8643,15334.66231,15925.33234,16510.00924,17404.34963,18028.13471,18583.86948,18879.99544,19222.29127,19334.79115,20052.48238,20593.71122,21209.60182,21985.0395,22630.90029,23282.84164,24142.09751,24521.03212,24775.29647,25210.25278,26125.27765,26888.34815,27882.10192,28443.63626,27596.10628,26587.23902,27581.81449,27825.1265,28157.6502,28410.4131,28972.7279,29745.48315,29992.59977,30593.80761,31024.49651,31375.62472,29600.70697,31021.28463,,,
Oman,OMN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6771.832524,6652.801509,6378.833149,6951.857972,7662.195416,7955.77435,8382.283149,7988.417117,9962.479578,11076.69782,13025.30991,11962.82417,13902.74339,12890.9328,13214.02989,12876.68731,12324.70941,12261.01659,11835.53579,12210.19093,13321.16178,12939.13593,12699.04523,12327.30719,,,
Other small states,OSS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8255.563361,8229.120002,8291.646243,8303.821107,8448.143547,8629.325784,8988.647199,9130.10638,9498.458842,8617.639671,8900.013806,,,
Pakistan,PAK,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,847.96478,877.2417782,910.721242,910.8821665,909.2386687,913.7706889,949.6289792,937.5395126,947.3356847,979.4190172,994.1648271,972.8926679,1000.136771,1008.204404,814.335072,807.7476375,803.9039484,830.505703,871.5364935,922.8412102,963.7276483,957.2105527,949.5397595,1029.022176,1037.074027,1084.642888,1046.877579,1073.823835,1115.889484,1159.446046,1373.441006,1422.812077,1480.856315,1496.262765,1464.308739,1549.933758,,,
Panama,PAN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5394.456952,5670.399987,5998.818837,5918.037569,6001.513503,5963.308438,6215.520031,6340.501044,6326.868063,6805.614793,7069.914635,7761.84748,8370.092893,8759.017579,8750.230325,9817.412765,10418.22852,11073.99762,11087.62389,11973.15565,12171.13456,12646.51766,12439.38848,12099.70692,10757.84546,10595.33519,,,
Peru,PER,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,2901.350062,2939.29032,2928.761304,3060.745767,3150.383227,3154.318244,3041.667311,3038.029975,2774.085398,2749.09619,2878.471949,3041.976519,2987.054272,2536.088027,2553.981809,2876.43476,1940.390889,1724.737363,2358.903927,2046.949415,2106.067311,2230.675124,2188.07005,2244.495316,2485.150871,2628.810186,2664.335755,2810.431648,2717.617445,2621.595729,2602.119009,2598.422378,2706.903114,2761.961412,2809.396361,2945.658216,3157.175835,3484.389318,3796.937857,3905.642131,4338.137192,4672.134111,4972.620968,5232.530289,5317.491187,5394.27959,5408.790646,5464.720047,5525.165381,5753.715507,5124.246755,5229.58458,,,
Philippines,PHL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,1763.232659,1757.354865,1733.753638,1517.666676,1375.340871,1379.638365,1444.668927,1512.594141,1546.590455,1599.18506,1561.761234,1561.746398,1531.649021,1588.629955,1620.408677,1664.740429,1725.419631,1863.772073,1895.437923,1889.575445,1874.51464,1891.839943,1942.989496,1947.474101,2009.051439,2069.568414,2129.353899,2204.460665,2279.811812,2386.536992,2362.360395,2525.065221,2685.999356,2806.743377,2957.761199,3106.658037,3264.660328,3375.250415,3466.565271,3045.158193,2951.400167,,,
Palau,PLW,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.075634,,,,,,,,,
Poland,POL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4755.853226,5040.53008,5334.484123,5606.882788,5846.626565,6103.102806,6197.796346,6332.723561,6474.903003,6706.562177,7095.538277,7454.303224,7995.247986,8494.287584,8803.40005,8940.665624,9289.197972,9457.943745,9569.291429,10014.83576,10613.08062,10900.1175,11465.31206,12112.27081,12757.71395,12809.6266,13654.34697,,,
Pre-demographic dividend,PRE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.055788,,,,,,,,,
Puerto Rico (US),PRI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,6011.922103,6514.472588,7061.757225,7990.455243,7946.628433,7126.091225,7358.541263,7588.57514,7508.714247,7750.852787,7824.374325,7634.875603,7599.129738,7663.595013,7457.618705,7888.975685,8814.018692,9419.739741,10136.95291,10815.99803,11629.06862,12162.70219,12709.29678,12558.67276,12925.87595,13055.84143,13368.42914,13824.86933,14565.00235,15108.96824,15080.20825,15268.7992,15446.1843,15358.59995,15504.83975,15516.01035,15453.07445,15864.10908,15515.24521,15272.53289,15414.68351,15247.05048,14538.53567,14860.16343,14957.9256,15410.87801,15902.5629,16443.24719,16806.78714,17250.72845,15683.31824,16322.29968,,,
Paraguay,PRY,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3708.540699,3706.197291,3528.110396,3602.732175,3426.847649,3027.363981,3168.611913,3548.506663,3358.101855,3480.816919,3417.328756,3563.775025,3911.952507,4078.931011,4052.830801,4466.19625,4641.676876,4471.658859,4858.99462,5136.797912,5169.88319,5416.391226,5627.465074,5682.92367,5579.130352,5463.032801,5759.947723,,,
West Bank and Gaza,PSE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3327.809684,,,,,,,,,
Post-demographic dividend,PST,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,10193.66521,10517.73508,11040.76088,11671.21819,11580.55078,11710.50873,12271.97337,12713.45209,13405.49526,13828.80565,13924.32157,14277.3072,14552.36745,15009.03219,15784.89615,16426.44602,17177.32258,17854.13635,18915.11513,19633.96028,20272.71547,20606.4436,21004.81151,21179.28758,21997.19403,22743.23407,23450.49472,24315.03513,25064.35991,25851.28609,26867.48468,27361.52362,27726.40165,28318.14852,29430.30954,30380.02605,31557.31697,32220.44258,31269.81769,30158.98926,31388.65348,31716.85816,32136.19318,32456.98155,33114.38814,34005.24378,34332.49853,35096.45635,35656.68864,36103.22538,34159.06371,35879.11186,,,
French Polynesia,PYF,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51242.55884,,,,,,,,,
Romania,ROU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2504.289509,2276.332807,2129.228907,2231.03177,2467.850329,2595.845991,2609.843596,2623.419927,2784.278798,2773.90695,2922.066049,3131.61715,3296.767393,3444.832025,3907.983171,4355.230461,4919.469368,5682.1154,6613.249006,6311.036091,6028.210557,6233.306189,6329.875581,6426.428972,6857.512789,7210.654432,7447.749991,8165.39018,8705.384629,9259.756471,9271.227241,9694.908238,,,
Russia,RUS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3635.515381,2847.033447,2430.910889,2176.908691,2630.761475,2740.676758,2588.845215,3124.587891,3854.494385,3984.436523,4139.168457,4449.518555,5130.42041,5700.035645,6441.443848,7357.352051,7684.285645,6357.302246,7201.334473,7848.090332,8143.643555,8068.120605,7863.56543,7375.267578,7085.29541,7311.387695,7705.959473,7723.197754,7483.194336,7309.92334,,,
Rwanda,RWA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,261.3156948,283.2359263,270.315188,299.9653808,271.964605,261.0657751,271.6273652,246.3667547,258.6734395,246.759341,239.6537068,248.9031657,249.9277044,226.2878018,105.7002368,196.0663211,181.8175412,193.4809046,200.6988385,252.9695006,283.5361748,296.6259775,327.2374422,308.0490104,334.0057109,362.5415298,404.3327135,423.0814602,416.9486006,440.8192799,459.6850364,490.8766279,516.2650188,526.1579108,548.8846999,597.1413101,611.1237467,616.5775715,652.7631937,702.3012138,662.6000838,718.7333945,,,
South Asia,SAS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,344.0545506,341.4240762,333.253236,350.2926471,320.2145943,329.1427709,343.8054357,351.9316002,368.3983092,349.9185709,376.7963044,365.6847516,361.8508035,389.5049875,387.3329763,392.3906454,399.2944316,415.0448524,436.959619,451.8409483,476.0283204,462.0800075,470.6959015,502.8934702,520.273246,533.8047521,582.7855446,589.8520291,617.0826835,622.7851644,645.1181204,642.7980482,661.656547,708.553902,758.0070644,807.6306625,860.9243448,917.1203026,932.0829683,1004.952952,1084.40106,1121.917124,1174.627043,1231.288876,1292.707958,1388.569478,1472.390568,1577.802281,1655.805223,1700.504363,1588.139341,1729.547906,,,
Saudi Arabia,SAU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13494.84683,12774.65566,13243.24052,13328.38941,14567.44214,16808.98026,18092.00376,18659.00552,21053.11567,17780.3651,20493.17235,23330.40117,23377.89068,21940.59012,21276.08383,17766.44747,16836.65045,17787.49467,19838.37902,20008.73457,16915.72983,,,,
Sudan,SDN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.490356,,,,,,,,,
Senegal,SEN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,931.9335591,959.1080237,861.818056,908.7202974,919.095328,955.0828034,931.9051209,879.072591,902.4292425,863.775026,915.9250896,872.6682289,786.1491233,838.2217523,898.9932177,926.1991908,960.1539949,886.241609,856.0663159,844.0458406,842.5825741,835.1158033,805.7087235,696.1779425,737.4355658,727.7192311,757.0924155,765.7900818,843.0907642,825.5508932,890.6240289,844.07839,897.7562038,891.7250472,926.1599367,928.3007573,940.487892,918.1638036,966.6965305,983.4467393,943.494521,927.835772,955.3463349,1010.767025,1062.340567,1116.276449,1175.595975,1195.38007,1211.964707,1210.501353,1241.648374,,,
Singapore,SGP,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,6692.740487,7406.844492,7835.759334,8070.623547,8633.44194,8830.024989,9255.877029,9924.306542,10626.71615,10830.09258,11097.49593,11543.53299,12941.27698,14032.69309,13925.83186,13857.43522,14455.57475,16283.10161,17686.90213,18866.76496,19944.12746,20738.6568,21921.7427,24624.43904,26707.67067,27188.74634,29376.3613,27008.10159,27726.34655,30813.9468,28966.30317,29168.23254,30259.19831,32446.84793,34954.79679,38870.35301,41416.59772,36754.06406,35361.03954,43350.55726,43304.0474,42851.00403,42451.19457,43913.39469,43257.86202,45046.43713,47386.52228,46609.41141,45119.22644,40843.72272,48060.9991,,,
Solomon Islands,SLB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,2367.884635,2400.945113,2221.773801,2224.045433,2129.640121,2008.221742,1876.148397,1897.667351,1926.329816,1927.469195,2421.65957,1911.534388,2122.727909,2412.252915,2956.293797,3178.405662,2489.699958,2507.253212,2081.276686,2046.756492,1640.308074,1362.083206,1401.636119,1517.069342,1592.303198,1837.575271,1872.472773,1916.378391,1828.250393,1791.76669,2003.637314,1809.056085,1743.298225,1893.181592,1844.085772,1842.37523,1820.635406,1842.886643,1976.953772,1967.696551,1802.13194,1698.297387,,,
