"Units","scenario","region","gcam-consumer","nodeinput","input","year","value","sce"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2090,62.79,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2095,61.5537,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2100,60.2724,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,8.39411,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,9.27527,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,10.18,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,10.6957,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,10.7138,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,11.2409,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,11.7605,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,12.2918,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,12.7994,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,13.2999,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,13.7994,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,14.3038,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,14.7772,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,15.228,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,15.6273,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,15.9752,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,16.2713,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,16.5144,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,16.6983,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,16.8038,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,16.8274,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,16.7681,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",1975,3.8804,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",1990,4.46471,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2005,5.13286,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2010,4.92057,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2015,5.00743,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2020,5.18202,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2025,5.36603,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2030,5.54768,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2035,5.71728,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2040,5.87385,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2045,6.02204,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2050,6.16329,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2055,6.29536,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2060,6.41576,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2065,6.51152,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2070,6.58632,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2075,6.64426,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2080,6.68528,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2085,6.70847,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2090,6.70562,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2095,6.67563,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2100,6.61778,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,107.778,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,178.582,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,263.464,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,380.161,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,491.442,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,603.645,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,728.214,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,833.216,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,933.003,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,1028.6,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,1117.77,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,1198.47,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,1268.24,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,1327.03,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,1374.36,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,1410.43,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,1435.03,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,1448.26,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,1450.55,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,1444.06,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,1429.54,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,1408.71,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",1975,341.269,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",1990,540.157,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2005,653.095,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2010,674.36,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2015,687.194,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2020,704.693,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2025,719.646,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2030,737.736,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2035,755.384,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2040,771.262,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2045,785.204,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2050,795.784,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2055,802.381,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2060,804.112,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2065,801.497,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2070,795.483,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2075,786.116,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2080,773.467,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2085,757.796,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2090,740.042,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2095,720.443,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2100,700.102,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,14.9084,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,34.1271,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,51.8793,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,62.7676,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,86.6095,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,101.259,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,117.761,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,134.385,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,149.072,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,162.214,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,173.233,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,182.001,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,188.717,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,193.569,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,196.644,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,198.069,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,198.157,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,197.146,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,195.202,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,192.473,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,189.084,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,185.141,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",1975,81.6677,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",1990,129.69,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2005,157.495,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2010,169.667,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2015,184.353,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2020,188.951,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2025,191.933,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2030,193.973,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2035,195.465,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2040,196.084,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2045,195.703,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2050,194.177,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2055,191.794,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2060,188.578,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2065,184.663,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2070,180.203,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2075,175.339,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2080,170.212,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2085,164.94,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2090,159.604,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2095,154.261,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Indonesia","FoodDemand","FoodDemand","FoodDemand_Staples",2100,148.959,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,36.0585,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,50.2037,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,54.5681,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,56.0512,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,57.8491,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,61.4569,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,61.4264,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,61.5906,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,61.2898,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,60.7224,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,60.0797,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,59.342,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,58.4985,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,57.6154,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,56.5574,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,55.3427,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,54.0184,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,52.6371,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,51.1486,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,49.6143,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,48.0505,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,46.4581,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",1975,64.3054,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",1990,64.5408,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2005,59.0876,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2010,55.4833,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2015,55.1117,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2020,54.3708,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2025,53.4151,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2030,52.2219,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2035,50.9293,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2040,49.5792,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2045,48.175,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2050,46.7568,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2055,45.3471,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2060,43.9316,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2065,42.432,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2070,40.8725,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2075,39.3131,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2080,37.7896,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2085,36.2342,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2090,34.6987,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2095,33.2006,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Japan","FoodDemand","FoodDemand","FoodDemand_Staples",2100,31.7412,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,20.6051,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,33.3824,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,51.0759,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,62.7577,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,71.5147,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,76.5497,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,82.4737,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,88.7977,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,94.6433,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,99.9818,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,104.845,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,109.249,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,112.996,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,116.035,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,118.666,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,120.922,"3. Agroforestry default+ carbon tax"
"Pcal/yr","Reference","Mexico","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,122.801,"3. Agroforestry default+ carbon tax"
